,Jogo 84,Espanha,x,Áustria,Pênaltis,Acertou,Vencedor,,,,,,,,,,,,
,PLACAR,3,x,0,,--,Espanha,,,x,,,,,,,,,
,Ramos,1,x,1,Áustria,Nada,Errou,,,x,,,,,,,,,
,Gui,2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Juan,3,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Jose Carlos ,2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Diego Campos,3,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Til ponto,3,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Xonha,3,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Ayrton,1,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Rodrigo (DDD 95),2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Mazeta,1,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Alisson Ottoni ,3,x,0,,Placar,Acertou,,,x,,,,,,,,,
,JV JEC,3,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Marlon Wietzikoski,1,x,1,Espanha,Nada,Acertou,,,x,,,,,,,,,
,Matheus Honorato ,2,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Gabs,3,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Emboava,3,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Arthur SK,2,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Rodri,3,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Benevides ,2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Hotel Plus Antonio Menezes,3,x,0,,Placar,Acertou,,,x,,,,,,,,,
,André Galinha,3,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Meta AI,2,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Lucas Copini,3,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Pylegend,2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Haron Bonamigo,3,x,0,,Placar,Acertou,,,x,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,Jogo 85,Suíça,x,Argélia,Pênaltis,Acertou,Vencedor,,,,,,,,,,,,
,PLACAR,2,x,0,,--,Suíça,,,x,,,,,,,,,
,Ramos,0,x,1,,Nada,Errou,,,x,,,,,,,,,
,Gui,0,x,2,,Nada,Errou,,,x,,,,,,,,,
,Juan,2,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Jose Carlos ,1,x,1,Suíça,Nada,Acertou,,,x,,,,,,,,,
,Diego Campos,1,x,1,Suíça,Nada,Acertou,,,x,,,,,,,,,
,Til ponto,0,x,0,Suíça,Gols fora,Acertou,,,x,,,,,,,,,
,Xonha,2,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Ayrton,3,x,2,,Nada,Acertou,,,x,,,,,,,,,
,Rodrigo (DDD 95),1,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Mazeta,2,x,2,Suíça,Gols Casa,Acertou,,,x,,,,,,,,,
,Alisson Ottoni ,2,x,0,,Placar,Acertou,,,x,,,,,,,,,
,JV JEC,1,x,2,,Nada,Errou,,,x,,,,,,,,,
,Marlon Wietzikoski,0,x,0,Suíça,Gols fora,Acertou,,,x,,,,,,,,,
,Matheus Honorato ,1,x,2,,Nada,Errou,,,x,,,,,,,,,
,Gabs,2,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Emboava,1,x,1,Suíça,Nada,Acertou,,,x,,,,,,,,,
,Arthur SK,2,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Rodri,2,x,2,Argélia,Gols Casa,Errou,,,x,,,,,,,,,
,Benevides ,1,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Hotel Plus Antonio Menezes,1,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,André Galinha,2,x,2,Argélia,Gols Casa,Errou,,,x,,,,,,,,,
,Meta AI,1,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Lucas Copini,1,x,1,Argélia,Nada,Errou,,,x,,,,,,,,,
,Pylegend,2,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Haron Bonamigo,2,x,0,,Placar,Acertou,,,x,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,03 DE JULHO,"JOGOS 86, 87 e 88",,,,,,,,,,,,,,,,,
,Jogo 86,Argentina,x,Cabo Verde,Pênaltis,Acertou,Vencedor,,,,,,,,,,,,
,PLACAR,3,x,2,,--,Argentina,,,x,,,,,,,,,
,Ramos,1,x,1,Cabo Verde,Nada,Errou,,,x,,,,,,,,,
,Gui,3,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Juan,4,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Jose Carlos ,2,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Diego Campos,4,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Til ponto,4,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Xonha,3,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Ayrton,3,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Rodrigo (DDD 95),1,x,1,Cabo Verde,Nada,Errou,,,x,,,,,,,,,
,Mazeta,3,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Alisson Ottoni ,2,x,0,,Nada,Acertou,,,x,,,,,,,,,
,JV JEC,4,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Marlon Wietzikoski,4,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Matheus Honorato ,3,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Gabs,3,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Emboava,4,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Arthur SK,3,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Rodri,3,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Benevides ,5,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Hotel Plus Antonio Menezes,2,x,1,,Nada,Acertou,,,x,,,,,,,,,
,André Galinha,4,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Meta AI,2,x,0,,Nada,Acertou,,,x,,,,,,,,,
,Lucas Copini,3,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,Pylegend,3,x,1,,Gols Casa,Acertou,,,x,,,,,,,,,
,Haron Bonamigo,3,x,0,,Gols Casa,Acertou,,,x,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,Jogo 87,Colômbia,x,Gana,Pênaltis,Acertou,Vencedor,,,,,,,,,,,,
,PLACAR,1,x,0,,--,Colômbia,,,x,,,,,,,,,
,Ramos,2,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Gui,0,x,1,,Nada,Errou,,,x,,,,,,,,,
,Juan,2,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Jose Carlos ,2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Diego Campos,2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Til ponto,2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Xonha,3,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Ayrton,2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Rodrigo (DDD 95),1,x,1,Colômbia,Gols Casa,Acertou,,,x,,,,,,,,,
,Mazeta,2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Alisson Ottoni ,2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,JV JEC,2,x,2,Gana,Nada,Errou,,,x,,,,,,,,,
,Marlon Wietzikoski,2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Matheus Honorato ,2,x,2,Colômbia,Nada,Acertou,,,x,,,,,,,,,
,Gabs,2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Emboava,2,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Arthur SK,2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Rodri,2,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Benevides ,1,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Hotel Plus Antonio Menezes,0,x,0,Colômbia,Gols fora,Acertou,,,x,,,,,,,,,
,André Galinha,3,x,0,,Gols fora,Acertou,,,x,,,,,,,,,
,Meta AI,1,x,0,,Placar,Acertou,,,x,,,,,,,,,
,Lucas Copini,2,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Pylegend,2,x,1,,Nada,Acertou,,,x,,,,,,,,,
,Haron Bonamigo,2,x,1,,Nada,Acertou,,,x,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,Jogo 88,Austrália,x,Egito,Pênaltis,Acertou,Vencedor,,,,,,,,,,,,
,PLACAR,1,x,1,Egito,--,Egito,,,x,,,,,,,,,
,Ramos,0,x,2,,Nada,Acertou,,,x,,,,,,,,,
,Gui,1,x,2,,Gols Casa,Acertou,,,x,,,,,,,,,
,Juan,1,x,3,,Gols Casa,Acertou,,,x,,,,,,,,,
,Jose Carlos ,1,x,2,,Gols Casa,Acertou,,,x,,,,,,,,,
,Diego Campos,1,x,2,,Gols Casa,Acertou,,,x,,,,,,,,,
,Til ponto,1,x,1,Egito,Placar,Acertou,,,x,,,,,,,,,
,Xonha,1,x,1,Austrália,Placar,Errou,,,x,,,,,,,,,
,Ayrton,0,x,1,,Gols fora,Acertou,,,x,,,,,,,,,
,Rodrigo (DDD 95),1,x,0,,Gols Casa,Errou,,,x,,,,,,,,,
,Mazeta,1,x,1,Austrália,Placar,Errou,,,x,,,,,,,,,
,Alisson Ottoni ,0,x,2,,Nada,Acertou,,,x,,,,,,,,,
,JV JEC,1,x,2,,Gols Casa,Acertou,,,x,,,,,,,,,
,Marlon Wietzikoski,0,x,2,,Nada,Acertou,,,x,,,,,,,,,
,Matheus Honorato ,2,x,3,,Nada,Acertou,,,x,,,,,,,,,
,Gabs,1,x,1,Egito,Placar,Acertou,,,x,,,,,,,,,
,Emboava,1,x,1,Austrália,Placar,Errou,,,x,,,,,,,,,
,Arthur SK,1,x,1,Egito,Placar,Acertou,,,x,,,,,,,,,
,Rodri,1,x,2,,Gols Casa,Acertou,,,x,,,,,,,,,
,Benevides ,0,x,0,Egito,Nada,Acertou,,,x,,,,,,,,,
,Hotel Plus Antonio Menezes,1,x,2,,Gols Casa,Acertou,,,x,,,,,,,,,
,André Galinha,0,x,1,,Gols fora,Acertou,,,x,,,,,,,,,
,Meta AI,0,x,1,,Gols fora,Acertou,,,x,,,,,,,,,
,Lucas Copini,1,x,2,,Gols Casa,Acertou,,,x,,,,,,,,,
,Pylegend,1,x,2,,,Acertou,,,x,,,,,,,,,
,Haron Bonamigo,2,x,1,,,Errou,,,x,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
,,,x,,,,,,,,,,,,,,,,
